 Epoch \ PRN        R01        R02        R03        R04        R05        R06        R07        R08        R09        R10        R11        R12        R13        R14        R15        R16        R17        R18        R19        R20        R21        R22        R23        R24
 Epoch 0087:   71.01664   70.50411    0.00000    0.00000    0.00000    0.00000    0.00000   92.29912    0.00000    0.00000   70.74591   68.69531    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.85095   83.72880    0.00000    0.00000
 Epoch 0088:   71.08023   70.49652    0.00000    0.00000    0.00000    0.00000    0.00000   92.24860    0.00000    0.00000   70.74045   68.62276    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.79138   83.56310    0.00000    0.00000
 Epoch 0089:   71.13669   70.44812    0.00000    0.00000    0.00000    0.00000    0.00000   92.15004    0.00000    0.00000   70.74914   68.56491    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.69493   83.39569    0.00000    0.00000
 Epoch 0090:   71.21989   70.41837    0.00000    0.00000    0.00000    0.00000    0.00000   92.05947    0.00000    0.00000   70.74867   68.52724    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.61707   83.23657    0.00000    0.00000
 Epoch 0091:   71.30834   70.43862    0.00000    0.00000    0.00000    0.00000    0.00000   91.96677    0.00000    0.00000   70.77064   68.49673    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.56729   83.07704    0.00000    0.00000
 Epoch 0092:   71.36661   70.42022    0.00000    0.00000    0.00000    0.00000    0.00000   91.83559    0.00000    0.00000   70.81816   68.43430    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.50002   82.90433    0.00000    0.00000
 Epoch 0093:   71.40801   70.39281    0.00000    0.00000    0.00000    0.00000    0.00000   91.69197    0.00000    0.00000   70.79211   68.38010    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.45909   82.73805    0.00000    0.00000
 Epoch 0094:   71.49690   70.39623    0.00000    0.00000    0.00000    0.00000    0.00000   91.56663    0.00000    0.00000   70.83598   68.35285    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.40657   82.54058    0.00000    0.00000
 Epoch 0095:   71.55492   70.40371    0.00000    0.00000    0.00000    0.00000    0.00000   91.40926    0.00000    0.00000   70.84630   68.33120    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.31952   82.34619    0.00000    0.00000
 Epoch 0096:   71.57379   70.35503    0.00000    0.00000    0.00000    0.00000    0.00000   91.20842    0.00000    0.00000   70.80375   68.24646    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.14292   82.10176    0.00000    0.00000
 Epoch 0097:   71.63723   70.35862    0.00000    0.00000    0.00000    0.00000    0.00000   91.00979    0.00000    0.00000   70.78061   68.20642    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   70.04483   81.93354    0.00000    0.00000
 Epoch 0098:   71.68689   70.33563    0.00000    0.00000    0.00000    0.00000    0.00000   90.81125    0.00000    0.00000   70.85247   68.13286    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.96898   81.73820    0.00000    0.00000
 Epoch 0099:   71.74957   70.33397    0.00000    0.00000    0.00000    0.00000    0.00000   90.60861    0.00000    0.00000   70.81915   68.09469    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.86979   81.57041    0.00000    0.00000
 Epoch 0100:   71.85854   70.38153    0.00000    0.00000    0.00000    0.00000    0.00000   90.42775    0.00000    0.00000   70.86664   68.07320    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.82137   81.45916    0.00000    0.00000
 Epoch 0101:   71.94118   70.37139    0.00000    0.00000    0.00000    0.00000    0.00000   90.21662    0.00000    0.00000   70.92100   68.03172    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.74417   81.33194    0.00000    0.00000
 Epoch 0102:   72.00914   70.37372    0.00000    0.00000    0.00000    0.00000    0.00000   89.97182    0.00000    0.00000   70.91857   67.99768    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.68398   81.21626    0.00000    0.00000
 Epoch 0103:   72.08234   70.38645    0.00000    0.00000    0.00000    0.00000    0.00000   89.72662    0.00000    0.00000   70.94484   67.95915    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.61853   81.06218    0.00000    0.00000
 Epoch 0104:   72.15550   70.40550    0.00000    0.00000    0.00000    0.00000    0.00000   89.52213    0.00000    0.00000   71.00465   67.95332    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   69.53624   80.92572    0.00000    0.00000
